ID_CUENTA|ID_CLIENTE|SALDO|TIPO_CUENTA
100161|79|5176.36|Ahorros
100162|79|5769.31|Ahorros
100163|79|5646.71|Ahorros
100164|80|8311.78|Corriente
100165|81|6202.65|Corriente
100166|82|1481.90|Corriente
100167|82|7665.94|Corriente
100168|83|2675.15|Ahorros
100169|83|2384.50|Ahorros
100170|84|3332.60|Corriente
100171|84|4189.17|Corriente
100172|85|7669.32|Ahorros
100173|85|6644.71|Ahorros
100174|86|256.15|Corriente
100175|86|2069.62|Corriente
100176|86|6810.93|Corriente
100177|87|8240.42|Corriente
100178|87|9321.93|Ahorros
100179|88|66.94|Corriente
100180|88|8372.54|Corriente
100181|89|9151.91|Corriente
100182|89|7123.69|Corriente
100183|90|1385.16|Corriente
100184|91|2027.54|Ahorros
100185|91|3886.20|Ahorros
100186|92|4183.99|Corriente
100187|93|2190.37|Corriente
100188|94|9124.48|Ahorros
100189|94|1044.47|Corriente
100190|94|91.63|Corriente
100191|95|8692.20|Corriente
100192|96|6734.09|Ahorros
100193|97|7858.99|Corriente
100194|98|4922.42|Corriente
100195|98|2128.46|Corriente
100196|99|4929.38|Ahorros
100197|99|6293.21|Corriente
100198|100|3945.91|Ahorros
100199|100|5483.10|Ahorros
100200|101|1412.26|Ahorros
100201|102|1665.37|Ahorros
100202|102|254.87|Corriente
100203|102|2291.82|Ahorros
100204|103|4359.71|Ahorros
100205|103|6331.14|Ahorros
100206|103|1962.98|Ahorros
100207|104|9101.22|Corriente
100208|104|2956.05|Corriente
100209|104|4969.75|Corriente
100210|105|8854.79|Ahorros
100211|105|9299.92|Corriente
100212|106|9824.07|Ahorros
100213|106|8824.32|Ahorros
100214|107|3984.70|Corriente
100215|107|7869.32|Ahorros
100216|108|493.38|Ahorros
100217|108|6126.20|Ahorros
100218|109|9789.68|Corriente
100219|110|6038.17|Ahorros
100220|110|5546.88|Corriente
100221|110|3173.19|Corriente
100222|111|3287.28|Corriente
100223|111|1058.66|Corriente
100224|111|7307.73|Ahorros
100225|112|7262.59|Corriente
100226|112|3276.37|Ahorros
100227|112|2239.78|Corriente
100228|113|2930.53|Corriente
100229|113|8452.52|Corriente
100230|113|9833.45|Ahorros
100231|114|7146.31|Corriente
100232|114|9473.83|Ahorros
100233|114|2006.74|Corriente
100234|115|8699.94|Corriente
100235|116|2070.41|Corriente
100236|116|6876.07|Ahorros
100237|116|9521.21|Ahorros
100238|117|9974.43|Ahorros
100239|117|4201.54|Corriente
100240|117|4250.10|Corriente
100241|118|5619.06|Corriente
100242|119|1601.75|Ahorros
100243|120|587.28|Ahorros
100244|120|1364.02|Ahorros
100245|120|4538.02|Corriente
100246|121|5138.74|Corriente
100247|122|6795.83|Ahorros
100248|122|1251.82|Corriente
100249|123|4532.06|Corriente
100250|123|2457.42|Ahorros
100251|123|8114.77|Ahorros
100252|124|4308.41|Ahorros
100253|124|4037.56|Corriente
100254|124|9262.60|Corriente
100255|125|6339.40|Ahorros
100256|125|9182.98|Ahorros
100257|125|1201.08|Corriente
100258|126|8015.05|Ahorros
100259|127|7005.93|Corriente
100260|128|1297.94|Ahorros
100261|128|2013.18|Corriente
100262|128|2064.02|Ahorros
100263|129|9009.23|Corriente
100264|130|9745.94|Corriente
100265|130|1402.78|Corriente
100266|131|4112.42|Ahorros
100267|131|1878.97|Corriente
100268|131|1020.75|Ahorros
100269|132|2108.94|Ahorros
100270|133|4416.40|Ahorros
100271|134|6142.90|Corriente
100272|135|846.08|Corriente
100273|135|1985.86|Ahorros
100274|135|5152.97|Corriente
100275|136|8049.96|Corriente
100276|137|3318.38|Ahorros
100277|137|3018.20|Ahorros
100278|137|2034.18|Ahorros
100279|138|836.74|Corriente
100280|139|6598.35|Ahorros
100281|139|4619.44|Corriente
100282|139|7378.99|Ahorros
100283|140|2305.59|Corriente
100284|141|9788.42|Ahorros
100285|142|2050.35|Corriente
100286|142|9084.50|Corriente
100287|142|3840.47|Ahorros
100288|143|93.02|Ahorros
100289|143|2414.87|Ahorros
100290|143|4929.31|Ahorros
100291|144|9833.10|Corriente
100292|144|8758.80|Ahorros
100293|144|3059.75|Ahorros
100294|145|9520.90|Ahorros
100295|145|4483.26|Corriente
100296|146|856.12|Corriente
100297|146|8393.07|Corriente
100298|146|8697.92|Ahorros
100299|147|5264.56|Ahorros
100300|147|8530.55|Corriente
100301|147|5875.04|Ahorros
100302|148|1042.87|Corriente
100303|149|8061.63|Corriente
100304|150|2785.64|Ahorros
100305|150|145.77|Ahorros
100306|151|1652.31|Ahorros
100307|152|280.61|Corriente
100308|152|3974.79|Corriente
100309|153|7627.07|Corriente
100310|154|966.44|Ahorros
100311|154|5145.92|Ahorros
100312|154|1422.97|Ahorros
100313|155|7390.56|Ahorros
100314|155|7930.57|Corriente
100315|156|8126.03|Corriente
100316|156|2719.96|Ahorros
100317|156|4542.03|Ahorros
100318|157|3570.33|Corriente
100319|158|375.71|Ahorros
100320|159|3200.34|Ahorros
100321|159|5318.87|Corriente
100322|160|2713.60|Corriente
100323|161|4282.17|Ahorros
100324|162|6860.02|Corriente
100325|162|3860.97|Corriente
100326|162|8230.10|Corriente
100327|163|5203.24|Corriente
100328|163|1860.01|Corriente
100329|163|1458.59|Ahorros
100330|164|6032.23|Corriente
100331|164|2035.97|Ahorros
100332|164|6225.09|Ahorros
100333|165|5560.57|Corriente
100334|165|7638.93|Corriente
100335|166|6444.77|Corriente
100336|166|989.39|Ahorros
100337|167|7453.70|Ahorros
100338|168|6176.76|Corriente
100339|168|6241.25|Corriente
100340|169|7827.49|Ahorros
100341|169|7739.39|Corriente
100342|170|5931.77|Ahorros
100343|170|5120.97|Corriente
100344|171|1051.55|Ahorros
100345|172|8374.62|Ahorros
100346|173|8634.31|Corriente
100347|174|1859.82|Corriente
100348|175|6355.54|Corriente
100349|175|2706.56|Ahorros
100350|176|1621.61|Ahorros
100351|176|1683.54|Corriente
100352|177|6778.75|Ahorros
100353|178|6142.84|Ahorros
100354|178|2151.45|Ahorros
100355|179|3553.69|Ahorros
100356|180|9617.78|Ahorros
100357|180|8819.41|Corriente
100358|180|5281.68|Corriente
100359|181|9201.78|Ahorros
100360|181|8263.30|Corriente
100361|181|527.56|Corriente
100362|182|4040.98|Ahorros
100363|182|1426.20|Ahorros
100364|182|2367.18|Corriente
100365|183|2724.45|Corriente
100366|183|2866.28|Ahorros
100367|183|9905.10|Ahorros
100368|184|1666.92|Corriente
100369|184|7128.14|Ahorros
100370|184|6438.37|Corriente
100371|185|9816.00|Corriente
100372|185|4094.60|Corriente
100373|185|3465.03|Ahorros
100374|186|5341.11|Ahorros
100375|186|6284.59|Corriente
100376|186|8394.29|Ahorros
100377|187|3972.70|Ahorros
100378|188|3373.97|Corriente
100379|188|8846.17|Ahorros
100380|188|1336.89|Corriente
100381|189|4604.40|Corriente
100382|190|7120.62|Corriente
100383|190|3055.15|Ahorros
100384|190|693.47|Ahorros
100385|191|4703.52|Corriente
100386|191|8137.42|Corriente
100387|192|1922.68|Ahorros
100388|193|7258.31|Corriente
100389|193|2015.73|Corriente
100390|194|4661.42|Ahorros
100391|194|3758.05|Corriente
100392|195|3599.83|Corriente
100393|195|9535.08|Ahorros
100394|196|886.19|Corriente
100395|196|7531.00|Ahorros
100396|197|737.23|Corriente
100397|198|7416.71|Corriente
100398|198|2156.56|Corriente
100399|198|8651.94|Corriente
100400|199|1430.56|Ahorros
100401|199|1766.99|Ahorros
100402|200|7278.87|Ahorros
100403|200|3400.50|Corriente
100404|200|8545.78|Corriente
100405|201|6689.94|Corriente
100406|202|2260.86|Corriente
100407|202|1569.21|Corriente
100408|203|4075.43|Ahorros
100409|203|96.88|Corriente
100410|204|1965.79|Ahorros
100411|204|6898.81|Ahorros
100412|205|5510.82|Ahorros
100413|205|5182.14|Ahorros
100414|206|2424.34|Ahorros
100415|206|2159.99|Corriente
100416|207|6030.84|Ahorros
100417|207|1003.59|Corriente
100418|207|4346.37|Corriente
100419|208|6291.27|Ahorros
100420|208|5553.89|Corriente
100421|208|3577.19|Ahorros
100422|209|6012.17|Corriente
100423|209|4666.90|Corriente
100424|210|3630.43|Corriente
100425|210|9251.73|Ahorros
100426|210|3020.73|Ahorros
100427|211|8522.22|Ahorros
100428|211|7537.62|Corriente
100429|212|2577.10|Ahorros
100430|212|7244.86|Ahorros
100431|213|350.59|Corriente
100432|214|6898.14|Ahorros
100433|214|9453.37|Corriente
100434|214|7149.23|Corriente
100435|215|5199.00|Corriente
100436|215|7965.12|Ahorros
100437|216|7155.08|Ahorros
100438|216|8225.66|Corriente
100439|217|3983.93|Corriente
100440|218|1512.35|Corriente
100441|219|9452.13|Ahorros
100442|219|2905.18|Corriente
100443|219|3989.93|Ahorros
100444|220|2383.27|Ahorros
100445|220|6209.50|Corriente
100446|220|3572.04|Corriente
100447|221|261.93|Corriente
100448|221|2192.58|Corriente
100449|221|6519.46|Corriente
100450|222|3049.92|Ahorros
100451|222|7214.41|Corriente
100452|222|174.89|Ahorros
100453|223|8349.46|Corriente
100454|224|9009.71|Corriente
100455|224|5327.58|Corriente
100456|224|2964.21|Ahorros
100457|225|4774.56|Ahorros
100458|225|5888.19|Ahorros
100459|225|5297.59|Ahorros
100460|226|4983.51|Ahorros
100461|226|9741.38|Corriente
100462|226|4201.79|Ahorros
100463|227|276.12|Corriente
100464|228|8984.87|Ahorros
100465|229|7794.91|Ahorros
100466|230|2186.24|Ahorros
100467|230|6692.88|Ahorros
100468|230|5016.50|Ahorros
100469|231|9471.95|Corriente
100470|231|9337.89|Ahorros
100471|232|7512.71|Corriente
100472|233|5585.59|Ahorros
100473|233|908.48|Ahorros
100474|233|9301.19|Ahorros
100475|234|3310.54|Ahorros
100476|235|9149.28|Corriente
100477|235|2812.87|Corriente
100478|235|7592.34|Corriente
100479|236|9775.76|Corriente
100480|236|3274.29|Corriente
100481|237|253.09|Ahorros
100482|238|6668.04|Ahorros
100483|238|9657.69|Corriente
100484|238|9570.29|Ahorros
100485|239|1117.19|Ahorros
100486|240|3220.07|Corriente
100487|240|4590.48|Ahorros
100488|241|3683.68|Ahorros
100489|241|9084.04|Corriente
100490|242|8054.34|Ahorros
100491|242|4093.00|Ahorros
100492|242|4489.21|Corriente
100493|243|3218.50|Corriente
100494|243|4942.75|Ahorros
100495|244|4633.82|Ahorros
100496|245|9049.93|Corriente
100497|245|5231.04|Ahorros
100498|245|9267.21|Ahorros
100499|246|9867.42|Ahorros
100500|246|2624.62|Ahorros
100501|246|5306.21|Ahorros
100502|247|9464.99|Ahorros
100503|247|7411.84|Ahorros
100504|248|158.91|Ahorros
100505|248|1854.67|Ahorros
100506|249|8234.50|Ahorros
100507|249|8947.98|Ahorros
100508|249|4779.66|Corriente
100509|250|608.72|Ahorros
100510|251|8259.00|Ahorros
100511|252|9454.75|Ahorros
100512|253|626.87|Corriente
100513|253|2369.37|Corriente
100514|253|833.64|Ahorros
100515|254|3655.07|Corriente
100516|254|4200.27|Ahorros
100517|255|8938.48|Corriente
100518|256|9956.27|Ahorros
100519|256|1032.69|Ahorros
100520|256|8728.98|Ahorros
100521|257|2849.09|Corriente
100522|257|4792.62|Corriente
100523|258|6633.26|Ahorros
100524|258|1958.19|Ahorros
100525|259|2600.06|Ahorros
100526|260|6169.19|Corriente
100527|261|1591.43|Ahorros
100528|261|215.76|Ahorros
100529|261|2892.77|Corriente
100530|262|3460.01|Corriente
100531|262|2974.52|Corriente
100532|263|5059.53|Ahorros
100533|263|9491.69|Ahorros
100534|264|3810.67|Ahorros
100535|264|5583.80|Corriente
100536|264|430.81|Corriente
100537|265|701.13|Corriente
100538|265|3756.66|Ahorros
100539|265|7789.05|Ahorros
100540|266|7525.41|Ahorros
100541|266|5583.32|Ahorros
100542|267|4157.59|Ahorros
100543|267|5360.88|Corriente
100544|267|9668.01|Corriente
100545|268|3331.43|Corriente
100546|269|881.73|Corriente
100547|269|8782.61|Corriente
100548|270|7674.18|Corriente
100549|270|5610.87|Corriente
100550|271|3161.50|Ahorros
100551|272|2009.12|Corriente
100552|272|6083.75|Corriente
100553|273|7735.17|Corriente
100554|273|8853.53|Corriente
100555|274|7759.24|Corriente
100556|274|6486.84|Corriente
100557|275|8692.33|Corriente
100558|275|5956.09|Corriente
100559|276|2828.32|Corriente
100560|277|8938.12|Corriente
100561|277|5039.02|Ahorros
100562|277|9746.14|Corriente
100563|278|5981.61|Ahorros
100564|278|7584.74|Corriente
100565|278|3394.69|Corriente
100566|279|7975.34|Corriente
100567|280|3464.67|Ahorros
100568|280|2391.88|Corriente
100569|280|1973.25|Corriente
100570|281|2014.97|Corriente
100571|282|8060.27|Ahorros
100572|282|2074.12|Ahorros
100573|283|5240.10|Ahorros
100574|284|8460.92|Corriente
100575|284|7595.67|Ahorros
100576|284|2273.34|Corriente
100577|285|7712.28|Corriente
100578|286|4725.49|Corriente
100579|286|5381.92|Ahorros
100580|286|9956.83|Ahorros
100581|287|7712.41|Ahorros
100582|287|8297.67|Corriente
100583|287|4985.85|Corriente
100584|288|3489.10|Ahorros
100585|288|1495.28|Corriente
100586|289|4108.52|Corriente
100587|289|7598.10|Corriente
100588|289|2342.87|Ahorros
100589|290|9000.09|Ahorros
100590|290|8055.22|Corriente
100591|290|7280.83|Corriente
100592|291|1830.75|Corriente
100593|291|6289.71|Corriente
100594|292|4968.70|Corriente
100595|292|3696.75|Ahorros
100596|293|5271.80|Ahorros
100597|294|9850.57|Ahorros
100598|294|3536.55|Ahorros
100599|295|1558.54|Corriente
100600|295|9548.26|Ahorros
100601|295|1965.57|Ahorros
100602|296|6813.58|Corriente
100603|296|3467.62|Corriente
100604|296|9371.89|Corriente
100605|297|711.79|Corriente
100606|297|2902.48|Ahorros
100607|297|9226.22|Corriente
100608|298|2136.50|Ahorros
100609|298|9577.72|Corriente
100610|298|553.07|Ahorros
100611|299|2223.72|Corriente
100612|300|3903.31|Ahorros
100613|300|8507.49|Corriente
100614|301|2037.29|Corriente
100615|301|6317.93|Ahorros
100616|302|8953.64|Ahorros
100617|302|8324.74|Corriente
100618|303|632.76|Corriente
100619|303|6183.19|Corriente
100620|304|9630.71|Corriente
100621|305|1419.69|Ahorros
100622|306|102.83|Ahorros
100623|306|8861.85|Ahorros
100624|307|4776.44|Corriente
100625|307|4349.38|Ahorros
100626|308|9535.39|Ahorros
100627|308|2934.04|Corriente
100628|308|6950.02|Ahorros
100629|309|7092.83|Corriente
100630|310|9154.44|Ahorros
100631|311|2397.45|Corriente
100632|311|9073.75|Corriente
100633|311|3392.66|Ahorros
100634|312|7698.50|Corriente
100635|313|8477.91|Corriente
100636|314|2985.39|Corriente
100637|315|6403.82|Corriente
100638|315|9121.80|Corriente
100639|315|6307.02|Ahorros
100640|316|6729.57|Corriente
100641|317|5914.12|Ahorros
100642|317|4816.80|Corriente
100643|318|1901.06|Ahorros
100644|319|4738.07|Ahorros
100645|319|6024.25|Ahorros
100646|319|3434.27|Ahorros
100647|320|4353.32|Corriente
100648|320|9215.96|Corriente
100649|321|5053.75|Corriente
100650|321|5243.89|Ahorros
100651|322|1684.49|Corriente
100652|322|3486.16|Ahorros
100653|322|2024.01|Corriente
100654|323|5501.26|Ahorros
100655|324|4316.99|Corriente
100656|324|456.31|Ahorros
100657|324|3229.44|Ahorros
100658|325|2068.50|Ahorros
100659|326|1831.45|Corriente
100660|326|9261.78|Corriente
100661|326|9692.27|Corriente
100662|327|388.46|Ahorros
100663|328|3150.64|Corriente
100664|328|8583.54|Corriente
100665|329|6510.04|Ahorros
100666|330|2793.54|Corriente
100667|330|518.93|Ahorros
100668|330|1617.48|Ahorros
100669|331|2332.47|Corriente
100670|331|3161.25|Corriente
100671|332|4237.29|Corriente
100672|332|2028.69|Ahorros
100673|333|7928.67|Ahorros
100674|333|9221.28|Ahorros
100675|334|3070.21|Corriente
100676|334|7811.94|Corriente
100677|334|5125.20|Ahorros
100678|335|3230.23|Corriente
100679|336|5006.54|Ahorros
100680|336|2369.18|Corriente
100681|336|3458.50|Corriente
100682|337|7286.24|Ahorros
100683|337|1528.58|Ahorros
100684|337|3316.93|Ahorros
100685|338|491.46|Ahorros
100686|338|8916.81|Ahorros
100687|338|4689.56|Ahorros
100688|339|5390.16|Corriente
100689|340|4606.05|Corriente
100690|341|5996.04|Ahorros
100691|342|604.15|Ahorros
100692|342|5859.56|Corriente
100693|343|5088.45|Ahorros
100694|344|7112.63|Corriente
100695|344|2878.83|Corriente
100696|344|7267.57|Corriente
100697|345|87.83|Corriente
100698|345|8994.30|Corriente
100699|346|2703.88|Ahorros
100700|347|4846.14|Ahorros
100701|348|3044.54|Ahorros
100702|349|9478.24|Corriente
100703|349|6074.01|Ahorros
100704|349|6759.18|Corriente
100705|350|270.30|Ahorros
100706|350|7811.91|Ahorros
100707|351|9094.06|Corriente
100708|351|1432.72|Ahorros
100709|351|9510.32|Corriente
100710|352|492.78|Ahorros
100711|352|877.52|Corriente
100712|352|6213.65|Corriente
100713|353|149.37|Corriente
100714|353|7261.11|Ahorros
100715|354|2374.47|Corriente
100716|354|7052.01|Ahorros
100717|354|3838.39|Ahorros
100718|355|5921.42|Ahorros
100719|355|1607.28|Ahorros
100720|356|6002.93|Ahorros
100721|356|1940.43|Corriente
100722|357|5736.11|Corriente
100723|357|6062.78|Corriente
100724|358|1743.86|Ahorros
100725|358|7963.07|Ahorros
100726|358|569.45|Ahorros
100727|359|225.23|Corriente
100728|359|7136.46|Ahorros
100729|359|5747.64|Corriente
100730|360|5921.71|Corriente
100731|361|7069.55|Corriente
100732|361|4720.58|Corriente
100733|361|2686.03|Corriente
100734|362|3125.45|Ahorros
100735|362|8139.26|Corriente
100736|362|993.78|Corriente
100737|363|4234.31|Ahorros
100738|364|5701.59|Ahorros
100739|365|1846.54|Corriente
100740|365|7808.26|Ahorros
100741|366|9400.28|Ahorros
100742|367|619.82|Corriente
100743|367|2216.00|Ahorros
100744|368|8429.29|Ahorros
100745|368|8087.52|Corriente
100746|368|3733.66|Ahorros
100747|369|9920.95|Ahorros
100748|369|6893.57|Corriente
100749|369|8942.64|Ahorros
100750|370|8990.51|Ahorros
100751|370|2436.46|Corriente
100752|371|7599.98|Corriente
100753|371|4539.59|Ahorros
100754|372|865.95|Corriente
100755|372|5715.80|Ahorros
100756|372|4297.21|Ahorros
100757|373|4994.45|Corriente
100758|374|3777.58|Ahorros
100759|375|2697.22|Ahorros
100760|375|1059.35|Ahorros
100761|376|827.33|Ahorros
100762|376|7645.93|Ahorros
100763|376|8530.95|Corriente
100764|377|6161.21|Corriente
100765|377|4984.44|Ahorros
100766|377|629.06|Ahorros
100767|378|7298.34|Ahorros
100768|378|6479.19|Corriente
100769|379|9842.78|Corriente
100770|380|1586.80|Corriente
100771|380|1653.88|Corriente
100772|380|6721.58|Ahorros
100773|381|8664.34|Corriente
100774|382|4765.95|Ahorros
100775|383|5405.46|Ahorros
100776|384|4273.69|Corriente
100777|384|3342.47|Corriente
100778|384|7884.26|Corriente
100779|385|2171.04|Corriente
100780|385|4857.06|Corriente
100781|385|2802.78|Ahorros
100782|386|901.08|Corriente
100783|386|1091.22|Corriente
100784|386|8442.73|Corriente
100785|387|3457.07|Ahorros
100786|388|3899.82|Corriente
100787|388|975.99|Ahorros
100788|389|3051.23|Ahorros
100789|389|2547.99|Corriente
100790|390|9863.43|Ahorros
100791|391|9004.99|Ahorros
100792|391|1937.54|Corriente
100793|391|4938.53|Corriente
100794|392|6510.86|Ahorros
100795|392|8333.95|Ahorros
100796|392|584.40|Corriente
100797|393|8345.67|Ahorros
100798|393|1810.05|Ahorros
100799|394|583.67|Corriente
100800|394|1921.31|Ahorros
100801|395|1955.70|Ahorros
100802|395|2503.15|Ahorros
100803|396|4367.72|Ahorros
100804|396|5020.90|Corriente
100805|396|1984.66|Corriente
100806|397|9995.85|Corriente
100807|397|9568.70|Ahorros
100808|398|5015.86|Ahorros
100809|398|8715.14|Corriente
100810|399|8468.40|Ahorros
100811|399|9196.24|Corriente
100812|399|6059.51|Ahorros
100813|400|9207.77|Ahorros
100814|400|9701.69|Ahorros
100815|400|6905.25|Ahorros
100816|401|7383.85|Corriente
100817|401|1108.38|Ahorros
100818|402|8041.82|Corriente
100819|403|8792.79|Corriente
100820|403|5012.92|Corriente
100821|404|2631.53|Ahorros
100822|404|6091.72|Corriente
100823|405|3313.88|Ahorros
100824|405|7265.17|Ahorros
100825|406|2376.57|Ahorros
100826|406|8630.91|Corriente
100827|406|9102.12|Corriente
100828|407|7158.81|Ahorros
100829|407|8619.54|Ahorros
100830|408|3126.49|Corriente
100831|408|8397.15|Corriente
100832|409|7449.39|Corriente
100833|409|3196.32|Ahorros
100834|409|4348.71|Corriente
100835|410|1893.08|Ahorros
100836|411|6754.68|Ahorros
100837|412|7243.20|Ahorros
100838|412|3320.29|Ahorros
100839|413|998.42|Corriente
100840|414|5047.29|Corriente
100841|414|5586.91|Corriente
100842|414|5237.62|Ahorros
100843|415|7475.39|Ahorros
100844|415|5330.24|Corriente
100845|416|8583.76|Corriente
100846|416|8503.50|Ahorros
100847|416|8939.94|Ahorros
100848|417|2191.18|Ahorros
100849|417|5586.31|Ahorros
100850|417|4424.94|Corriente
100851|418|5698.59|Ahorros
100852|418|9941.65|Ahorros
100853|419|9632.24|Ahorros
100854|420|9920.54|Ahorros
100855|420|4300.47|Ahorros
100856|421|9759.12|Ahorros
100857|421|6640.28|Corriente
100858|422|9311.55|Corriente
100859|422|7095.18|Ahorros
100860|423|900.12|Corriente
100861|423|6195.49|Corriente
100862|423|6477.88|Ahorros
100863|424|8184.46|Ahorros
100864|424|9247.19|Corriente
100865|424|5754.13|Corriente
100866|425|3126.59|Ahorros
100867|426|1636.74|Corriente
100868|426|3171.33|Ahorros
100869|427|6043.75|Ahorros
100870|427|799.06|Corriente
100871|427|139.66|Ahorros
100872|428|3224.80|Corriente
100873|428|1968.02|Ahorros
100874|429|6166.04|Ahorros
100875|429|5970.54|Corriente
100876|430|8055.84|Corriente
100877|431|3502.08|Ahorros
100878|432|6469.03|Ahorros
100879|432|3296.06|Ahorros
100880|433|734.33|Ahorros
100881|433|7748.50|Ahorros
100882|433|1145.70|Ahorros
100883|434|367.48|Corriente
100884|434|5677.69|Ahorros
100885|434|7125.44|Corriente
100886|435|6546.53|Corriente
100887|435|6862.87|Corriente
100888|435|713.46|Ahorros
100889|436|3621.84|Corriente
100890|436|3903.61|Corriente
100891|436|5404.50|Ahorros
100892|437|1813.24|Corriente
100893|438|7432.31|Corriente
100894|438|5145.29|Ahorros
100895|438|1785.47|Corriente
100896|439|8655.54|Ahorros
100897|439|7073.76|Corriente
100898|440|2338.28|Corriente
100899|440|4979.51|Corriente
100900|440|5906.30|Corriente
100901|441|7633.95|Corriente
100902|442|8666.47|Ahorros
100903|442|3274.32|Corriente
